10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	0
90000	0	0	0
100000	0	0	0
110000	0	0	0
120000	0	0	0
130000	0	0	0
140000	0	0	0
150000	0	0	0
160000	0	0	0
170000	0	0	0
180000	0	0	0
190000	0	0	0
200000	0	0	0
210000	0	0	0
220000	0	0	0
230000	0	0	0
240000	0	0	0
250000	0	0	0
260000	0	0	0
270000	0	0	0
280000	0	0	0
290000	0	0	0
300000	0	0	0
310000	0	0	4
320000	0	0	9
330000	0	0	9
340000	0	0	13
350000	0	0	13
360000	0	0	13
370000	0	0	13
380000	0	0	13
390000	0	0	13
400000	0	0	13
410000	0	0	13
420000	0	0	13
430000	0	0	13
440000	0	0	13
450000	0	0	19
460000	0	0	19
470000	0	0	19
480000	0	0	19
490000	0	0	19
500000	0	0	19
510000	0	0	19
520000	0	0	19
530000	0	0	19
540000	0	0	19
550000	0	0	19
560000	0	0	19
570000	0	0	19
580000	0	0	19
590000	0	0	19
600000	0	0	19
