10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	6
90000	0	0	6
100000	0	0	6
110000	0	0	6
120000	0	0	6
130000	0	0	6
140000	0	0	6
150000	0	0	6
160000	0	0	6
170000	0	0	6
180000	0	0	6
190000	0	0	6
200000	0	0	6
210000	0	0	6
220000	0	0	6
230000	0	0	6
240000	0	0	6
250000	0	0	6
260000	0	0	6
270000	0	0	6
280000	0	0	6
290000	0	0	6
300000	0	0	6
310000	0	0	6
320000	0	0	6
330000	0	0	6
340000	0	0	6
350000	0	0	6
360000	0	0	6
370000	0	0	6
380000	0	0	6
390000	0	0	6
400000	0	0	6
410000	0	0	6
420000	0	0	6
430000	0	0	6
440000	0	0	6
450000	0	0	6
460000	0	0	6
470000	0	0	6
480000	0	0	6
490000	0	0	6
500000	0	0	6
510000	0	0	6
520000	0	0	6
530000	0	0	6
540000	0	0	6
550000	0	0	6
560000	0	0	6
570000	0	0	6
580000	0	0	6
590000	0	0	6
600000	0	0	6
