10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	0
90000	0	0	0
100000	0	0	0
110000	0	0	0
120000	0	0	0
130000	0	0	0
140000	0	0	0
150000	0	0	10
160000	0	0	10
170000	0	0	10
180000	0	0	10
190000	0	0	10
200000	0	0	10
210000	0	0	10
220000	0	0	10
230000	0	0	10
240000	0	0	10
250000	0	0	10
260000	0	0	10
270000	0	0	10
280000	0	0	10
290000	0	0	10
300000	0	0	10
310000	0	0	10
320000	0	0	10
330000	0	0	10
340000	0	0	10
350000	0	0	10
360000	0	0	10
370000	0	0	10
380000	0	0	10
390000	0	0	10
400000	0	0	10
410000	0	0	10
420000	0	0	10
430000	0	0	10
440000	0	0	10
450000	0	0	10
460000	0	0	10
470000	0	0	10
480000	0	0	10
490000	0	0	10
500000	0	0	10
510000	0	0	10
520000	0	0	10
530000	0	0	10
540000	0	0	10
550000	0	0	10
560000	0	0	10
570000	0	0	10
580000	0	0	10
590000	0	0	10
600000	0	0	10
