10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	0
90000	0	0	0
100000	0	0	0
110000	0	0	0
120000	0	0	0
130000	0	0	0
140000	0	0	0
150000	0	0	0
160000	0	0	0
170000	0	0	0
180000	0	0	0
190000	0	0	3
200000	0	0	3
210000	0	0	3
220000	0	0	3
230000	0	0	3
240000	0	0	3
250000	0	0	3
260000	0	0	3
270000	0	0	3
280000	0	0	3
290000	0	0	3
300000	0	0	14
310000	0	0	14
320000	0	0	14
330000	0	0	14
340000	0	0	14
350000	0	0	14
360000	0	0	14
370000	0	0	14
380000	0	0	14
390000	0	0	14
400000	0	0	14
410000	0	0	19
