10000	0	0	0
20000	0	0	0
30000	0	0	0
40000	0	0	0
50000	0	0	0
60000	0	0	0
70000	0	0	0
80000	0	0	0
90000	0	0	0
100000	0	0	0
110000	0	0	0
120000	0	0	0
130000	0	0	0
140000	0	0	0
150000	0	0	0
160000	0	0	0
170000	0	0	0
180000	0	0	0
190000	0	0	0
200000	0	0	0
210000	0	0	0
220000	0	0	0
230000	0	0	0
240000	0	0	0
250000	0	0	0
260000	0	0	0
270000	0	0	0
280000	0	0	0
290000	0	0	10
290000	0	0	28
300000	0	0	28
310000	0	0	28
320000	0	0	28
330000	0	0	28
340000	0	0	28
350000	0	0	28
360000	0	0	28
370000	0	0	28
380000	0	0	28
390000	0	0	28
400000	0	0	28
410000	0	0	28
420000	0	0	28
430000	0	0	28
440000	0	0	28
450000	0	0	28
460000	0	0	28
470000	0	0	28
480000	0	0	28
490000	0	0	28
500000	0	0	28
